Title,Video URL,Channel,Channel URL,Timestamp,Year,Month,Weekdays,TimeOfDay,Hour
How Bayes Theorem works,https://www.youtube.com/watch?v=5NMxiOGL39M,Brandon Rohrer,https://www.youtube.com/channel/UCsBKTrp45lTfHa_p49I2AEQ,2018-11-25 13:23:05+04:00,2018,11,1,Working Hours,13
Maximum Likelihood Estimation and Bayesian Estimation,https://www.youtube.com/watch?v=fjqd0gG-5OE,Barry Van Veen,https://www.youtube.com/channel/UCooRZ0pxedi179pBe9aXm5A,2018-11-25 13:22:19+04:00,2018,11,1,Working Hours,13
Bayesian information criterion,https://www.youtube.com/watch?v=KWwYrcwWu9Q,Audiopedia,https://www.youtube.com/channel/UCV63FScHnShoobfaENC8R_Q,2018-11-25 13:22:01+04:00,2018,11,1,Working Hours,13
Monocular Unmanned LEader-Follower (MULE-F) from Charles River Analytics,https://www.youtube.com/watch?v=YUNRPw66K7o,Charles River Analytics,https://www.youtube.com/channel/UCHrdkE82ze5dYmGPcQ8KwpA,2018-11-22 15:48:40+04:00,2018,11,0,Working Hours,15
Winding numbers and domain coloring,https://www.youtube.com/watch?v=b7FxPsqfkOY,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-11-21 19:47:59+04:00,2018,11,0,After Work Hours,19
Why is pi here?  And why is it squared?  A geometric answer to the Basel problem,https://www.youtube.com/watch?v=d-o3eB9sfls,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-11-21 19:24:55+04:00,2018,11,0,After Work Hours,19
How To Solve Amazon's Hanging Cable Interview Question,https://www.youtube.com/watch?v=l_ffdarcJiQ,MindYourDecisions,https://www.youtube.com/channel/UCHnj59g7jezwTy5GeL8EA_g,2018-11-21 19:17:47+04:00,2018,11,0,After Work Hours,19
"If your life is your biggest project, why not design it? | Ayse Birsel | TEDxCannes",https://www.youtube.com/watch?v=-p87nJ4XQHY,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-11-21 19:00:47+04:00,2018,11,0,After Work Hours,19
Regression Features and Labels - Practical Machine Learning Tutorial with Python p.3,https://www.youtube.com/watch?v=lN5jesocJjk,sentdex,https://www.youtube.com/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,2018-11-21 16:48:22+04:00,2018,11,0,Working Hours,16
Regression Intro - Practical Machine Learning Tutorial with Python p.2,https://www.youtube.com/watch?v=JcI5Vnw0b2c,sentdex,https://www.youtube.com/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,2018-11-21 16:18:34+04:00,2018,11,0,Working Hours,16
Practical Machine Learning Tutorial with Python Intro p.1,https://www.youtube.com/watch?v=OGxgnH8y2NM,sentdex,https://www.youtube.com/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,2018-11-21 16:12:41+04:00,2018,11,0,Working Hours,16
Euclidean Distance - Practical Machine Learning Tutorial with Python p.15,https://www.youtube.com/watch?v=hl3bQySs8sM,sentdex,https://www.youtube.com/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,2018-11-21 16:11:37+04:00,2018,11,0,Working Hours,16
Bean's Turkey DISASTER | Mr Bean Funny Clips | Mr Bean Official,https://www.youtube.com/watch?v=5fpWEu_PG8I,Mr Bean,https://www.youtube.com/channel/UCkAGrHCLFmlK3H2kd6isipg,2018-11-21 09:35:35+04:00,2018,11,0,Working Hours,9
HOW TO UPDATE YOUR SOCIAL SECURITY AFTER YOU GET YOUR GREEN CARD,https://www.youtube.com/watch?v=YkgUSyPh63s,Bill Orights,https://www.youtube.com/channel/UCXL1kCeRAbhGaZCEQF6NyOQ,2018-11-09 10:09:24+04:00,2018,11,0,Working Hours,10
Machine Learning & Artificial Intelligence: Crash Course Computer Science #34,https://www.youtube.com/watch?v=z-EtmaFJieY,CrashCourse,https://www.youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q,2018-11-08 19:09:00+04:00,2018,11,0,After Work Hours,19
Natural Language Processing: Crash Course Computer Science #36,https://www.youtube.com/watch?v=fOvTtapxa9c,CrashCourse,https://www.youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q,2018-11-08 18:56:13+04:00,2018,11,0,After Work Hours,18
What is NLP & How Does It Work?  Neuro Linguistic Programming Basics,https://www.youtube.com/watch?v=MQiMFs2SIFk,Bay Area NLP And Hypnosis,https://www.youtube.com/channel/UCZmD-ibcjtmHeISFD7le7cg,2018-11-08 18:47:16+04:00,2018,11,0,After Work Hours,18
Natural Language Processing In 10 Minutes | NLP Tutorial For Beginners | NLP Training | Edureka,https://www.youtube.com/watch?v=5ctbvkAMQO4,edureka!,https://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ,2018-11-08 18:45:36+04:00,2018,11,0,After Work Hours,18
eLife Full Submission Tutorial,https://www.youtube.com/watch?v=dIOYWBu-2Wo,eLife,https://www.youtube.com/channel/UCNEHLtAc_JPI84xW8V4XWyw,2018-11-08 12:46:25+04:00,2018,11,0,Working Hours,12
【读书】《未来简史》,https://www.youtube.com/watch?v=RULR_80dVPw,柴知道ChaiKnows Official Channel,https://www.youtube.com/channel/UCQtwvRQWnT5Buh9hpvNNryQ,2018-11-02 17:29:34+04:00,2018,11,0,After Work Hours,17
【读书】4分钟解读尤瓦尔·赫拉利新书《今日简史》,https://www.youtube.com/watch?v=UK8nb1BApVo,柴知道ChaiKnows Official Channel,https://www.youtube.com/channel/UCQtwvRQWnT5Buh9hpvNNryQ,2018-11-02 17:23:55+04:00,2018,11,0,After Work Hours,17
FreeSurfer #3: Recon-all,https://www.youtube.com/watch?v=gkjvKMjH7iM,Andrew Jahn,https://www.youtube.com/channel/UCh9KmApDY_z_Zom3x9xrEQw,2018-10-31 12:54:52+04:00,2018,10,0,Working Hours,12
FreeSurfer  #1: Introduction,https://www.youtube.com/watch?v=6wxJ1up-E7E,Andrew Jahn,https://www.youtube.com/channel/UCh9KmApDY_z_Zom3x9xrEQw,2018-10-31 12:54:44+04:00,2018,10,0,Working Hours,12
"Binary, Hanoi, and Sierpinski, part 2",https://www.youtube.com/watch?v=bdMfjfT0lKk,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-28 13:07:11+04:00,2018,10,1,Working Hours,13
"Binary, Hanoi and Sierpinski, part 1",https://www.youtube.com/watch?v=2SUvWfNJSsM,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-28 12:53:12+04:00,2018,10,1,Working Hours,12
https://www.youtube.com/watch?v=hbS5ESD_OP0,https://www.youtube.com/watch?v=hbS5ESD_OP0,,,2018-10-27 17:18:19+04:00,2018,10,1,After Work Hours,17
"Cross products in the light of linear transformations | Chapter 11, Essence of linear algebra",https://www.youtube.com/watch?v=BaM7OCEm3G0,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-27 15:33:33+04:00,2018,10,1,Working Hours,15
"What is backpropagation really doing? | Chapter 3, Deep learning",https://www.youtube.com/watch?v=Ilg3gGewQ5U,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-27 14:57:30+04:00,2018,10,1,Working Hours,14
"Gradient descent, how neural networks learn | Chapter 2, Deep learning",https://www.youtube.com/watch?v=IHZwWFHWa-w,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-27 14:33:55+04:00,2018,10,1,Working Hours,14
"Refusing to Settle: The Quarter-Life Crisis | Adam ""Smiley"" Poswolsky | TEDxYouth@MileHigh",https://www.youtube.com/watch?v=ddek3gQVt9Y,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-10-27 14:15:17+04:00,2018,10,1,Working Hours,14
"But what is a neural network? | Chapter 1, Deep learning",https://www.youtube.com/watch?v=aircAruvnKk,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-27 12:54:56+04:00,2018,10,1,Working Hours,12
Tattoos on Math,https://www.youtube.com/watch?v=IxNb1WG_Ido,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-27 11:07:11+04:00,2018,10,1,Working Hours,11
"The other way to visualize derivatives | Chapter 12, Essence of calculus",https://www.youtube.com/watch?v=CfW845LNObM,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-27 10:31:03+04:00,2018,10,1,Working Hours,10
"Refusing to Settle: The Quarter-Life Crisis | Adam ""Smiley"" Poswolsky | TEDxYouth@MileHigh",https://www.youtube.com/watch?v=ddek3gQVt9Y,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-10-26 17:30:08+04:00,2018,10,0,After Work Hours,17
What should I do with my life? | Charlie Parker | TEDxHeriotWattUniversity,https://www.youtube.com/watch?v=Fo3e_0ITVjo,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-10-26 17:22:06+04:00,2018,10,0,After Work Hours,17
Why you should define your fears instead of your goals | Tim Ferriss,https://www.youtube.com/watch?v=5J6jAC6XxAI,TED,https://www.youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug,2018-10-26 17:21:15+04:00,2018,10,0,After Work Hours,17
"Gradient descent, how neural networks learn | Chapter 2, Deep learning",https://www.youtube.com/watch?v=IHZwWFHWa-w,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-26 14:58:53+04:00,2018,10,0,Working Hours,14
What should I do with my life? | Charlie Parker | TEDxHeriotWattUniversity,https://www.youtube.com/watch?v=Fo3e_0ITVjo,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-10-25 14:53:39+04:00,2018,10,0,Working Hours,14
Three Steps to Transform Your Life | Lena Kay | TEDxNishtiman,https://www.youtube.com/watch?v=L51h8BBu7b8,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-10-25 14:29:24+04:00,2018,10,0,Working Hours,14
The Secret to Being Enough | Nadine Machkovech | TEDxFondduLac,https://www.youtube.com/watch?v=pbfwHMdHnv0,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-10-25 14:12:39+04:00,2018,10,0,Working Hours,14
"The paradox of the derivative | Chapter 2, Essence of calculus",https://www.youtube.com/watch?v=9vKqVkMQHKk,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-21 10:18:24+04:00,2018,10,1,Working Hours,10
Best Baby Taekwondo fight ever,https://www.youtube.com/watch?v=Ja5doyQzZ4Y,funnyvideo42,https://www.youtube.com/channel/UC37rar4I8HKD_MiVLFB1pnw,2018-10-18 08:44:38+04:00,2018,10,0,Early Morning,8
Cutest Taekwondo Kid Fight,https://www.youtube.com/watch?v=V9WVH5Z00jA,Kate Tormenocs,https://www.youtube.com/channel/UCKw0RuNichJPK5LaqWvsxYg,2018-10-18 08:41:03+04:00,2018,10,0,Early Morning,8
Brainstorm: Imaging neural activity at the speed of brain,https://www.youtube.com/watch?v=30eFJUrRcN4,Brainstorm Software,https://www.youtube.com/channel/UCPXmMBgSZCRgfKBDtHKb77Q,2018-10-17 16:49:38+04:00,2018,10,0,Working Hours,16
Avocado Boy (vine),https://www.youtube.com/watch?v=njYbQI9C6Ac,Jeffery Walter,https://www.youtube.com/channel/UCPfn38k7WmlNZvm3Um6bbNA,2018-10-13 12:21:16+04:00,2018,10,1,Working Hours,12
Rice Cooker Recipe - Braised Pork Ribs with Potatoes 电饭煲排骨炖土豆,https://www.youtube.com/watch?v=XzQr8JEBt0w,Sandy's Kitchen,https://www.youtube.com/channel/UCsEdONS-SNhm5l1zYASuiMQ,2018-10-13 11:21:41+04:00,2018,10,1,Working Hours,11
Pregnancy Booster Clomid (Pregnancy Health Guru),https://www.youtube.com/watch?v=xpyNpn-TshQ,Healthguru,https://www.youtube.com/channel/UCJoeW_PqJa1qnEodq_zVNJw,2018-10-12 12:06:22+04:00,2018,10,0,Working Hours,12
"Dot products and duality | Chapter 9, Essence of linear algebra",https://www.youtube.com/watch?v=LyGKycYT2v0,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-04 19:42:47+04:00,2018,10,0,After Work Hours,19
"Nonsquare matrices as transformations between dimensions | Chapter 8, Essence of linear algebra",https://www.youtube.com/watch?v=v8VSDg_WQlA,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-04 08:25:25+04:00,2018,10,0,Early Morning,8
"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra",https://www.youtube.com/watch?v=uQhTuRlWMxw,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-03 20:36:48+04:00,2018,10,0,After Work Hours,20
"The determinant | Chapter 6, Essence of linear algebra",https://www.youtube.com/watch?v=Ip3X9LOh2dk,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-03 20:24:52+04:00,2018,10,0,After Work Hours,20
"Three-dimensional linear transformations | Chapter 5, Essence of linear algebra",https://www.youtube.com/watch?v=rHLEWRxRGiM,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-03 20:17:43+04:00,2018,10,0,After Work Hours,20
"Matrix multiplication as composition | Chapter 4, Essence of linear algebra",https://www.youtube.com/watch?v=XkY2DOUCWMU,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-03 20:07:33+04:00,2018,10,0,After Work Hours,20
"Linear transformations and matrices | Chapter 3, Essence of linear algebra",https://www.youtube.com/watch?v=kYB8IZa5AuE,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-03 19:58:54+04:00,2018,10,0,After Work Hours,19
"The more general uncertainty principle, regarding Fourier transforms",https://www.youtube.com/watch?v=MBnnXbOM5S4,3Blue1Brown,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,2018-10-03 19:34:00+04:00,2018,10,0,After Work Hours,19
Neuroanatomy for Dummies,https://www.youtube.com/watch?v=QL20YcbeZY4,MGH Martinos Center,https://www.youtube.com/channel/UCCCZahcOPA9xrxMgMzLEyTA,2018-10-01 10:42:44+04:00,2018,10,0,Working Hours,10
https://www.youtube.com/watch?v=azDUNRPT9Xs,https://www.youtube.com/watch?v=azDUNRPT9Xs,,,2018-09-30 12:28:25+04:00,2018,9,1,Working Hours,12
Demonstration of MNE-Pythons new vector source estimates,https://www.youtube.com/watch?v=I_huDs_GGmg,Marijn van Vliet,https://www.youtube.com/channel/UC5-Z5L4b4UO8oB66i-plDUw,2018-09-20 14:42:15+04:00,2018,9,0,Working Hours,14
FreeSurfer #3: Recon-all,https://www.youtube.com/watch?v=gkjvKMjH7iM,Andrew Jahn,https://www.youtube.com/channel/UCh9KmApDY_z_Zom3x9xrEQw,2018-09-20 13:56:46+04:00,2018,9,0,Working Hours,13
FreeSurfer Lecture #1: Overview of FreeSurfer and recon-all,https://www.youtube.com/watch?v=zeFPx0fMXRQ,Andrew Jahn,https://www.youtube.com/channel/UCh9KmApDY_z_Zom3x9xrEQw,2018-09-20 13:56:15+04:00,2018,9,0,Working Hours,13
FreeSurfer #3: Recon-all,https://www.youtube.com/watch?v=gkjvKMjH7iM,Andrew Jahn,https://www.youtube.com/channel/UCh9KmApDY_z_Zom3x9xrEQw,2018-09-18 17:48:19+04:00,2018,9,0,After Work Hours,17
FreeSurfer Lecture #1: Overview of FreeSurfer and recon-all,https://www.youtube.com/watch?v=zeFPx0fMXRQ,Andrew Jahn,https://www.youtube.com/channel/UCh9KmApDY_z_Zom3x9xrEQw,2018-09-18 15:29:11+04:00,2018,9,0,Working Hours,15
Field Test: Slater Designs,https://www.youtube.com/watch?v=kqNAN-kQ9Ko,Surfer Films,https://www.youtube.com/channel/UCyT8U1-9IhEiWySFrIB0Xsw,2018-09-14 18:49:40+04:00,2018,9,0,After Work Hours,18
Behind The Curtain – Dan Thomson Firewire Surfboards,https://www.youtube.com/watch?v=AZQ4Ah1a7NY,FCS Surf,https://www.youtube.com/channel/UCkfBJX3pJtkX9elOJ3KvGVw,2018-09-14 18:48:55+04:00,2018,9,0,After Work Hours,18
"Daniel ""Tomo"" Thompson Breaks Down His Sci-Fi Board Design for Stuart Kennedy",https://www.youtube.com/watch?v=IcCwKOBbyzU,World Surf League,https://www.youtube.com/channel/UChuLeaTGRcfzo0UjL-2qSbQ,2018-09-14 18:45:36+04:00,2018,9,0,After Work Hours,18
13 Bootstrapping and Permutation testing,https://www.youtube.com/watch?v=o0-_i_kH0I0,Brian Caffo,https://www.youtube.com/channel/UCdjFpvS8lvT2MJVthOUvlyg,2018-09-11 09:00:42+04:00,2018,9,0,Working Hours,9
,,,,2018-09-11 08:51:44+04:00,2018,9,0,Early Morning,8
Python Editor IDLE,https://www.youtube.com/watch?v=lBkcDFRA958,Anne Dawson,https://www.youtube.com/channel/UCf86v8_of7JFEs5Gn-CxQEQ,2018-09-10 11:48:21+04:00,2018,9,0,Working Hours,11
Least-squares fitting,https://www.youtube.com/watch?v=4FHl2_HfeuM,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 19:16:07+04:00,2018,9,1,After Work Hours,19
"Vectors and matrices, multiplication, rank",https://www.youtube.com/watch?v=v7duO95-v6Y,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 18:31:00+04:00,2018,9,1,After Work Hours,18
Using and customizing the MATLAB environment,https://www.youtube.com/watch?v=LEaT9Jp7MdQ,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 17:58:37+04:00,2018,9,1,After Work Hours,17
MATLAB vs. Octave,https://www.youtube.com/watch?v=yHh5Iu7Y9E0,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 17:36:34+04:00,2018,9,1,After Work Hours,17
"Course intro: MATLAB programming, debugging, and style",https://www.youtube.com/watch?v=ciMW3B_Py8k,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 17:36:15+04:00,2018,9,1,After Work Hours,17
"MATLAB workspaces, stacks, and stepping-into functions",https://www.youtube.com/watch?v=aYfB4bI-9i8,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 17:35:31+04:00,2018,9,1,After Work Hours,17
The importance of data visualization for programming and data analysis,https://www.youtube.com/watch?v=8hrzDKeUz2g,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 17:25:49+04:00,2018,9,1,After Work Hours,17
Systems of equations: algebra and geometry,https://www.youtube.com/watch?v=GUZIe3yHvBY,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 17:25:03+04:00,2018,9,1,After Work Hours,17
Eigenvectors of repeated eigenvalues,https://www.youtube.com/watch?v=rNosSJudzco,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-09 17:24:29+04:00,2018,9,1,After Work Hours,17
Systems of equations: algebra and geometry,https://www.youtube.com/watch?v=GUZIe3yHvBY,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-09-04 22:05:34+04:00,2018,9,0,After Work Hours,22
,,,,2018-08-31 16:10:17+04:00,2018,8,0,Working Hours,16
Increase your self-awareness with one simple fix | Tasha Eurich | TEDxMileHigh,https://www.youtube.com/watch?v=tGdsOXZpyWE,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-08-17 18:07:42+04:00,2018,8,0,After Work Hours,18
Stop trying so hard. Achieve more by doing less. | Bethany Butzer | TEDxUNYP,https://www.youtube.com/watch?v=S8yWLA--S8Q,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-08-17 17:51:00+04:00,2018,8,0,After Work Hours,17
How to fix the exhausted brain | Brady Wilson | TEDxMississauga,https://www.youtube.com/watch?v=XOU2ubWkoPw,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-08-17 17:49:57+04:00,2018,8,0,After Work Hours,17
,,,,2018-08-11 10:09:01+04:00,2018,8,1,Working Hours,10
Everything is Connected -- Here's How: | Tom Chi | TEDxTaipei,https://www.youtube.com/watch?v=rPh3c8Sa37M,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-08-11 09:50:02+04:00,2018,8,1,Working Hours,9
"""Is Hypnosis Fake?"" Hypnotist stuns TEDX crowd",https://www.youtube.com/watch?v=1RA2Zy_IZfQ,Albert Nerenberg,https://www.youtube.com/channel/UCQomw1i-Y6ajaLsYJ8FYLKA,2018-08-07 20:31:41+04:00,2018,8,0,After Work Hours,20
Your brain hallucinates your conscious reality | Anil Seth,https://www.youtube.com/watch?v=lyu7v7nWzfo,TED,https://www.youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug,2018-08-07 20:14:26+04:00,2018,8,0,After Work Hours,20
,,,,2018-08-07 20:13:47+04:00,2018,8,0,After Work Hours,20
https://www.youtube.com/watch?v=An-JxGMYtgY,https://www.youtube.com/watch?v=An-JxGMYtgY,,,2018-08-07 20:13:38+04:00,2018,8,0,After Work Hours,20
Inspire Integrity - Corey Ciocchetti,https://www.youtube.com/watch?v=C6YoKaqgJhQ,DanielsatDU,https://www.youtube.com/channel/UCLulikr0KCKO4rOKwEVo_rw,2018-08-07 20:04:35+04:00,2018,8,0,After Work Hours,20
Do What You Say You Will Do - Inspiring Integrity Story - Abraham Lincoln,https://www.youtube.com/watch?v=jS-7PfzNlgI,OpenTheMeeting,https://www.youtube.com/channel/UCmJnd90GRvnTQOks4EezpUw,2018-08-07 20:04:31+04:00,2018,8,0,After Work Hours,20
Inspire Integrity - Corey Ciocchetti,https://www.youtube.com/watch?v=C6YoKaqgJhQ,DanielsatDU,https://www.youtube.com/channel/UCLulikr0KCKO4rOKwEVo_rw,2018-08-06 22:12:11+04:00,2018,8,0,After Work Hours,22
https://www.youtube.com/watch?v=An-JxGMYtgY,https://www.youtube.com/watch?v=An-JxGMYtgY,,,2018-08-06 22:12:06+04:00,2018,8,0,After Work Hours,22
Borderlands 2 trailer,https://www.youtube.com/watch?v=y3RShjg6agQ,PlayStation3,https://www.youtube.com/channel/UCXw7fgy2lVUvBih-0IjrbEQ,2018-07-23 16:10:52+04:00,2018,7,0,Working Hours,16
Total Video || Hedgehog gets belly rub and relaxes || Cutest animal tummy rub Video || Viral 2015,https://www.youtube.com/watch?v=8DLhLNIpCnc,Dirty Politics,https://www.youtube.com/channel/UC1tOqpyQr548n5TYXlKgDsg,2018-07-19 15:06:26+04:00,2018,7,0,Working Hours,15
"StatQuest: Principal Component Analysis (PCA), Step-by-Step",https://www.youtube.com/watch?v=FgakZw6K1QQ,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2018-07-18 18:11:56+04:00,2018,7,0,After Work Hours,18
Limitations of principal components analysis,https://www.youtube.com/watch?v=xQrnL-vPHbY,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-07-18 18:03:26+04:00,2018,7,0,After Work Hours,18
Prewhitening with zero-phase component analysis (ZCA),https://www.youtube.com/watch?v=JhtE8VEQOhc,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-07-18 17:23:25+04:00,2018,7,0,After Work Hours,17
What is multivariate neuroscience?,https://www.youtube.com/watch?v=qNA-mEfOyLw,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-07-18 17:20:38+04:00,2018,7,0,After Work Hours,17
Creating and inspecting covariance matrices,https://www.youtube.com/watch?v=j06I8UQDmng,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-07-18 17:00:00+04:00,2018,7,0,After Work Hours,17
The concept of “dimension” in measured signals,https://www.youtube.com/watch?v=epg3bD-MSW0,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-07-18 16:56:23+04:00,2018,7,0,Working Hours,16
Index of dispersion,https://www.youtube.com/watch?v=Tnimpy42LJc,WikiAudio,https://www.youtube.com/channel/UCSxsi2uNwmewgetIeveu8pQ,2018-07-18 16:55:26+04:00,2018,7,0,Working Hours,16
eLife Full Submission Tutorial,https://www.youtube.com/watch?v=dIOYWBu-2Wo,eLife,https://www.youtube.com/channel/UCNEHLtAc_JPI84xW8V4XWyw,2018-07-10 09:46:42+04:00,2018,7,0,Working Hours,9
Funniest Frasier moment Ever!!!!!,https://www.youtube.com/watch?v=BAPeKzZFOeE,starcry100,https://www.youtube.com/channel/UCxWB2GZGRtkdcW6oC_uBswQ,2018-07-07 18:14:24+04:00,2018,7,1,After Work Hours,18
Break Away From Negative Thoughts & Experience Life | Kip Hollister | TEDxBeaconStreet,https://www.youtube.com/watch?v=DEwnjxPqR6A,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-07-02 17:53:01+04:00,2018,7,0,After Work Hours,17
Enter the cult of extreme productivity | Mark Adams | TEDxHSG,https://www.youtube.com/watch?v=2paoNvG5Nmo,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-07-02 13:25:23+04:00,2018,7,0,Working Hours,13
Why I read a book a day (and why you should too): the law of 33% | Tai Lopez | TEDxUBIWiltz,https://www.youtube.com/watch?v=7bB_fVDlvhc,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-07-02 12:58:11+04:00,2018,7,0,Working Hours,12
Change Your Mindset and Achieve Anything | Colin O'Brady | TEDxPortland,https://www.youtube.com/watch?v=vo_lZiytsMw,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2018-07-02 12:39:00+04:00,2018,7,0,Working Hours,12
GED for spatial filtering and dimensionality reduction,https://www.youtube.com/watch?v=Ri7MRvBVxlo,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-06-27 15:36:31+04:00,2018,6,0,Working Hours,15
Mathematical discussion of GED,https://www.youtube.com/watch?v=TxIgaOsnZmE,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-06-27 15:21:33+04:00,2018,6,0,Working Hours,15
LM.10 Dirichlet smoothing,https://www.youtube.com/watch?v=VY3coNGm2Es,Victor Lavrenko,https://www.youtube.com/channel/UCs7alOMRnxhzfKAJ4JjZ7Wg,2018-06-26 13:02:46+04:00,2018,6,0,Working Hours,13
GED for spatial filtering and dimensionality reduction,https://www.youtube.com/watch?v=Ri7MRvBVxlo,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-06-20 20:11:52+04:00,2018,6,0,After Work Hours,20
GED for spatial filtering and dimensionality reduction,https://www.youtube.com/watch?v=Ri7MRvBVxlo,Mike X Cohen,https://www.youtube.com/channel/UCUR_LsXk7IYyueSnXcNextQ,2018-06-19 14:41:18+04:00,2018,6,0,Working Hours,14
